UserID,Gender,CSIPPA,CSIPBC,CSIPDE,CSIPFG,CSIPHI,CSIPJK,CSIPLM,CSIPNO,CSIPTOT,CSIPPA.ip,CSIPBC.ip,CSIPDE.ip,CSIPFG.ip,CSIPHI.ip,CSIPJK.ip,CSIPLM.ip,CSIPNO.ip,CLOITA,CLOITD,CLOITG,CLOITJ,CLOITM,CLOITP,CLOITC,CLOITF,CLOITI,CLOITL,CLOITO,CLOITB,CLOITE,CLOITH,CLOITK,CLOITN,CLOITTOT,CLOITPA,CLOITBC,CLOITDE,CLOITFG,CLOITHI,CLOITJK,CLOITLM,CLOITNO,CLOITAB,CLOITCD,CLOITEF,CLOITGH,CLOITIJ,CLOITKL,CLOITMN,CLOITOP,CLOITHD,CLOITHS,CLOITFS,CLOITFD,CLOITDOM,CLOITSUB,CLOITFRI,CLOITHOS,CLOITCONTROL,CLOITAFFILIA,NIC,AIN,CLOITA.ip,CLOITD.ip,CLOITG.ip,CLOITJ.ip,CLOITM.ip,CLOITP.ip,CLOITC.ip,CLOITF.ip,CLOITI.ip,CLOITL.ip,CLOITO.ip,CLOITB.ip,CLOITE.ip,CLOITH.ip,CLOITK.ip,CLOITN.ip,CLOITPA.ip,CLOITBC.ip,CLOITDE.ip,CLOITFG.ip,CLOITHI.ip,CLOITJK.ip,CLOITLM.ip,CLOITNO.ip,CLOITAB.ip,CLOITCD.ip,CLOITEF.ip,CLOITGH.ip,CLOITIJ.ip,CLOITKL.ip,CLOITMN.ip,CLOITOP.ip,CLOITHD.ip,CLOITHS.ip,CLOITFS.ip,CLOITFD.ip,CLOITDOM.ip,CLOITSUB.ip,CLOITFRI.ip,CLOITHOS.ip,CLOITCONTROL.ip,CLOITAFFILIA.ip
551713043,0,7,13,12,24,22,19,11,10,118,-0.950812892,-0.214699685,-0.33738522,1.134841193,0.889470125,0.521413521,-0.460070754,-0.582756289,5,2,8,5,4,2,3,6,9,8,9,4,6,6,4,7,88,7,7,8,14,15,9,12,16,9,5,12,14,14,12,11,11,16.321,29.693,25.203,23.679,22.475,33.01,29.732,24.999,-10.535,4.733,58,1.517241379,-0.099503719,-0.696526033,0.497518595,-0.099503719,-0.298511157,-0.696526033,-0.497518595,0.099503719,0.696526033,0.497518595,0.696526033,-0.298511157,0.099503719,0.099503719,-0.298511157,0.298511157,-0.796029752,-0.796029752,-0.597022314,0.597022314,0.796029752,-0.398014876,0.199007438,0.99503719,-0.398014876,-1.194044628,0.199007438,0.597022314,0.597022314,0.199007438,5.55E-17,1.11E-16,-1.416932959,1.244194503,0.350651106,0.04736377,-1.030659522,1.065883838,0.413537456,-0.528364748,-2.09654336,0.941902204
553441313,1,1,5,20,12,8,2,3,2,53,-0.686642894,-0.198363503,1.632684214,0.656125432,0.167846041,-0.564573046,-0.442503198,-0.564573046,3,2,4,7,7,2,6,5,5,0,0,3,4,3,3,2,56,5,9,6,9,8,10,7,2,6,8,9,7,12,3,9,2,15.569,17.755,17.952,10.766,13.394,21.104,14.416,19.836,-7.71,-5.42,39,1.435897436,-0.107832773,-0.32349832,0.107832773,0.754829412,0.754829412,-0.32349832,0.539163866,0.32349832,0.32349832,-0.754829412,-0.754829412,-0.107832773,0.107832773,-0.107832773,-0.107832773,-0.32349832,-0.431331093,0.431331093,-0.215665546,0.431331093,0.215665546,0.646996639,-1.11E-16,-1.078327732,-0.215665546,0.215665546,0.431331093,-1.67E-16,1.078327732,-0.862662186,0.431331093,-1.078327732,0.140613936,0.612058821,0.654544933,-0.895227683,-0.906657957,0.756123406,-0.686247769,0.482659493,-1.662781363,-1.168907262
553682137,1,6,11,22,21,21,15,5,9,110,-0.840914741,-0.298389102,0.895167305,0.786662177,0.786662177,0.13563141,-0.949419869,-0.515399357,0,4,8,7,3,1,7,5,8,6,5,1,2,6,7,2,72,1,8,6,13,14,14,9,7,1,11,7,14,15,13,5,6,13.034,25.234,26.789,9.893,12.63,34.83,21.94,23.602,-22.2,-1.662,49,1.469387755,-0.918558654,-0.102062073,0.714434508,0.510310363,-0.306186218,-0.714434508,0.510310363,0.102062073,0.714434508,0.306186218,0.102062073,-0.714434508,-0.510310363,0.306186218,0.510310363,-0.510310363,-1.632993162,-0.204124145,-0.612372436,0.816496581,1.020620726,1.020620726,0,-0.40824829,-1.632993162,0.40824829,-0.40824829,1.020620726,1.224744871,0.816496581,-0.816496581,-0.612372436,-1.254342872,1.235971699,1.553384745,-1.895496813,-2.040424956,2.491131068,-0.140029164,0.199225166,-4.531556024,-0.339254329
557457575,0,0,0,0,0,0,1,1,0,2,-0.179605302,-0.179605302,-0.179605302,-0.179605302,-0.179605302,0.538815906,0.538815906,-0.179605302,4,1,1,6,9,5,1,0,1,7,1,1,3,1,9,5,55,9,2,4,1,2,15,16,6,5,2,3,2,7,16,14,6,7.797,4.752,28.082,19.431,13.256,17.219,31.371,6.104,-3.963,25.267,41,1.341463415,0.128010975,-0.554714223,-0.554714223,0.583161107,1.265886305,0.355586041,-0.554714223,-0.78228929,-0.554714223,0.810736173,-0.554714223,-0.554714223,-0.099564091,-0.554714223,1.265886305,0.355586041,0.483597015,-1.109428447,-0.654278315,-1.337003513,-1.109428447,1.849047412,2.076622478,-0.199128183,-0.426703249,-1.109428447,-0.881853381,-1.109428447,0.028446883,2.076622478,1.621472346,-0.199128183,-1.559714162,-2.252680238,3.056646053,1.087894156,-0.916615472,-0.014735486,3.205906849,-2.544232345,-0.901879987,5.750139194
557625654,0,9,6,5,1,5,10,9,12,57,0.288514893,-0.173108936,-0.326983545,-0.942481984,-0.326983545,0.442389503,0.288514893,0.750138722,6,1,0,6,7,1,1,0,2,7,8,6,2,3,6,5,61,7,7,3,0,5,12,14,13,12,2,2,3,8,13,12,9,13.124,5.6,24.375,22.735,21.129,17.239,30.667,7.078,3.89,23.589,43,1.418604651,0.468083463,-0.601821595,-0.815802607,0.468083463,0.682064475,-0.601821595,-0.601821595,-0.815802607,-0.387840584,0.682064475,0.896045486,0.468083463,-0.387840584,-0.173859572,0.468083463,0.254102451,-0.133738132,-0.133738132,-0.989662179,-1.631605214,-0.561700156,0.936166926,1.36412895,1.150147938,0.936166926,-1.203643191,-1.203643191,-0.989662179,0.080242879,1.150147938,0.936166926,0.294223891,-0.668663914,-2.278657046,1.738836449,1.38790759,0.419349288,-0.413036848,2.460300177,-2.587297908,0.832386136,5.047598085
558197136,1,2,4,8,7,6,6,4,4,41,-0.515600932,-0.185616336,0.474352858,0.309360559,0.144368261,0.144368261,-0.185616336,-0.185616336,6,5,0,3,4,5,5,3,3,0,2,5,3,2,2,4,52,11,10,8,3,5,5,4,6,11,10,6,2,6,2,8,7,20.603,8.862,9.721,17.386,23.636,10.183,13.588,16.608,13.453,-3.02,36,1.444444444,0.600994201,0.382450855,-0.710265874,-0.054635836,0.163907509,0.382450855,0.382450855,-0.054635836,-0.054635836,-0.710265874,-0.273179182,0.382450855,-0.054635836,-0.273179182,-0.273179182,0.163907509,0.983445056,0.764901711,0.327815019,-0.764901711,-0.327815019,-0.327815019,-0.546358365,-0.109271673,0.983445056,0.764901711,-0.109271673,-0.983445056,-0.109271673,-0.983445056,0.327815019,0.109271673,1.4754954,-1.090422024,-0.90269329,0.772441456,1.594273708,-1.345789924,-0.601649831,0.058351073,2.940063632,-0.660000905
558460530,0,9,8,0,8,9,10,14,12,70,0.02957855,-0.088735651,-1.035249261,-0.088735651,0.02957855,0.147892752,0.621149557,0.384521154,2,4,2,3,3,9,7,3,3,4,4,9,4,2,3,1,63,11,16,8,5,5,6,7,5,11,11,7,4,6,7,4,13,23.254,11.569,13.71,16.775,28.324,13.836,17.165,21.044,14.488,-3.879,43,1.465116279,-0.402937348,0.012997979,-0.402937348,-0.194969685,-0.194969685,1.052836297,0.63690097,-0.194969685,-0.194969685,0.012997979,0.012997979,1.052836297,0.012997979,-0.402937348,-0.194969685,-0.610905012,0.649898949,1.689737266,0.025995958,-0.597907033,-0.597907033,-0.389939369,-0.181971706,-0.597907033,0.649898949,0.649898949,-0.181971706,-0.805874696,-0.389939369,-0.181971706,-0.805874696,1.065834276,1.346044706,-1.084057442,-0.638798675,-0.001377786,1.773184291,-1.239851218,-0.547526866,0.259179701,3.013035509,-0.806706567
563737061,1,7,14,16,12,0,3,3,2,57,-0.014915408,0.820347467,1.058994003,0.581700931,-0.850178284,-0.49220848,-0.49220848,-0.611531748,4,1,3,2,1,7,3,7,3,4,3,1,8,0,4,1,52,11,4,9,10,3,6,5,4,5,4,15,3,5,8,2,10,13.332,17.245,12.372,13.927,16.4,14.01,14.016,20.017,2.39,-6.001,37,1.405405405,0.166924465,-0.500773396,-0.055641488,-0.278207442,-0.500773396,0.834622326,-0.055641488,0.834622326,-0.055641488,0.166924465,-0.055641488,-0.500773396,1.05718828,-0.723339349,0.166924465,-0.500773396,1.001546791,-0.556414884,0.556414884,0.778980838,-0.778980838,-0.111282977,-0.33384893,-0.556414884,-0.33384893,-0.556414884,1.891810606,-0.778980838,-0.33384893,0.33384893,-1.001546791,0.778980838,-0.115623013,0.755277564,-0.329286328,0.016803729,0.013131391,-0.518801238,-0.517465842,0.818152446,0.531932629,-1.335618288
564380984,0,5,4,6,7,13,18,21,11,85,-0.636459752,-0.749608153,-0.523311352,-0.410162951,0.268727451,0.834469453,1.173914654,0.04243065,5,1,7,8,9,1,3,1,5,9,6,5,0,7,6,7,80,6,8,1,8,12,14,18,13,10,4,1,14,13,15,16,7,12.079,17.927,31.606,23.29,19.971,31.881,35.715,13.514,-11.91,22.201,56,1.428571429,-3.70E-17,-0.834057656,0.417028828,0.625543242,0.834057656,-0.834057656,-0.417028828,-0.834057656,-3.70E-17,0.834057656,0.208514414,-3.70E-17,-1.04257207,0.417028828,0.208514414,0.417028828,-0.834057656,-0.417028828,-1.876629727,-0.417028828,0.417028828,0.834057656,1.668115312,0.625543242,-7.40E-17,-1.251086484,-1.876629727,0.834057656,0.625543242,1.04257207,1.251086484,-0.625543242,-1.924796556,-0.705404263,2.146864407,0.41285854,-1.077811006,1.405595665,2.205039929,-2.424188578,-2.483406671,4.629228506
564651609,1,1,9,14,18,20,21,15,4,102,-1.352833107,-0.431755247,0.143918416,0.604457346,0.834726811,0.949861543,0.259053148,-1.007428909,0,4,6,9,9,3,0,4,9,7,3,0,1,1,8,5,69,3,0,5,10,10,17,16,8,0,4,5,7,18,15,14,6,4.403,17.69,35.51,16.755,8.34,32.351,32.461,13.017,-24.011,19.444,47,1.468085106,-0.884397365,-0.064086766,0.346068534,0.961301483,0.961301483,-0.269164415,-0.884397365,-0.064086766,0.961301483,0.551146184,-0.269164415,-0.884397365,-0.679319715,-0.679319715,0.756223834,0.140990884,-1.15356178,-1.76879473,-0.743406481,0.281981768,0.281981768,1.717525317,1.512447667,-0.128173531,-1.76879473,-0.94848413,-0.743406481,-0.333251181,1.922602967,1.307370018,1.102292368,-0.538328831,-2.866344677,-0.141477944,3.513005776,-0.333225546,-2.736402351,2.187717099,2.21027564,-1.777254183,-4.92411945,3.987529823
565335015,0,15,11,14,16,8,5,9,8,86,0.537856198,0.0316386,0.411301798,0.664410597,-0.348024598,-0.727687797,-0.221470199,-0.348024598,6,5,6,8,3,3,7,0,0,0,7,4,2,4,1,4,60,9,11,7,6,4,9,3,11,10,12,2,10,8,1,7,10,20.972,11.11,10.513,19.831,25.813,16.037,16.565,18.875,9.776,-2.31,41,1.463414634,0.472377493,0.262431941,0.472377493,0.892268598,-0.157459164,-0.157459164,0.682323045,-0.787295822,-0.787295822,-0.787295822,0.682323045,0.052486388,-0.367404717,0.052486388,-0.577350269,0.052486388,0.314918329,0.734809434,-0.104972776,-0.314918329,-0.734809434,0.314918329,-0.944754986,0.734809434,0.524863881,0.944754986,-1.154700538,0.524863881,0.104972776,-1.364646091,-0.104972776,0.524863881,1.047523334,-1.022959704,-1.148297199,0.807975459,1.460801154,-0.591626567,-0.480775315,0.004198911,2.052427721,-0.484974226
566799355,0,4,0,0,0,3,3,13,4,27,0.104736448,-0.56557682,-0.56557682,-0.56557682,-0.062841869,-0.062841869,1.612941301,0.104736448,6,5,3,7,9,7,3,1,1,5,8,3,3,1,7,5,74,13,6,8,4,2,14,14,13,9,8,4,4,8,12,14,15,16.755,7.676,25.158,29.693,26.847,17.76,34.207,14.318,9.087,19.889,52,1.423076923,0.287587842,0.078433048,-0.339876541,0.496742636,0.915052225,0.496742636,-0.339876541,-0.758186129,-0.758186129,0.078433048,0.705897431,-0.339876541,-0.339876541,-0.758186129,0.496742636,0.078433048,0.784330478,-0.679753081,-0.261443493,-1.09806267,-1.516372258,0.993485273,0.993485273,0.784330478,-0.052288699,-0.261443493,-1.09806267,-1.09806267,-0.261443493,0.575175684,0.993485273,1.202640067,-0.618418438,-2.517334815,1.139109298,2.08762629,0.751388598,-1.149201017,2.290767884,-1.869111819,1.900589615,4.159879703
568140239,0,13,5,5,15,10,21,24,6,99,0.062543992,-0.738019102,-0.738019102,0.262684765,-0.237667169,0.863107086,1.163318246,-0.637948715,7,1,3,6,7,3,4,1,0,8,2,2,2,5,6,6,63,10,6,3,4,5,12,15,8,9,5,3,8,6,14,13,5,13.135,9.958,23.885,20.214,18.543,19.974,29.039,11.478,-1.431,17.561,44,1.431818182,0.64748914,-0.621061012,-0.198210961,0.436064115,0.64748914,-0.198210961,0.013214064,-0.621061012,-0.832486037,0.858914165,-0.409635986,-0.409635986,-0.409635986,0.224639089,0.436064115,0.436064115,0.449278179,-0.396421922,-1.030696998,-0.819271973,-0.607846948,0.872128229,1.506403305,0.026428128,0.237853153,-0.607846948,-1.030696998,0.026428128,-0.396421922,1.29497828,1.083553254,-0.607846948,-0.770987783,-1.442685088,1.501831239,0.725689971,-0.26528555,0.037263661,1.953831514,-1.759003354,-0.302549211,3.712834868
569345977,1,9,5,2,1,1,2,2,5,27,1.11153473,0.321110033,-0.27170849,-0.469314664,-0.469314664,-0.27170849,-0.27170849,0.321110033,9,5,0,5,7,8,5,0,1,0,4,5,3,1,4,2,59,17,10,8,0,2,9,7,6,14,10,3,1,6,4,9,12,22.724,3.752,14.276,24.552,30.056,9.372,19.483,13.453,20.684,6.03,42,1.404761905,1.15170231,0.284538218,-0.799416898,0.284538218,0.718120264,0.934911287,0.284538218,-0.799416898,-0.582625875,-0.799416898,0.067747195,0.284538218,-0.149043828,-0.582625875,0.067747195,-0.365834852,2.086613598,0.569076436,0.135494389,-1.598833796,-1.165251749,0.352285413,-0.081296634,-0.298087657,1.436240528,0.569076436,-0.948460726,-1.382042773,-0.298087657,-0.731669703,0.352285413,1.002658482,1.519244391,-2.5937149,-0.312206172,1.915538382,2.496402829,-1.987702693,0.204271342,-1.102978528,4.484105523,1.30724987
571722282,0,5,7,21,23,22,13,11,1,103,-0.852988492,-0.636356494,0.880067492,1.09669949,0.988383491,0.0135395,-0.203092498,-1.286252488,2,4,9,7,7,3,3,7,9,6,1,0,6,6,7,4,81,5,3,10,16,15,14,13,5,2,7,13,15,16,13,11,4,12.352,31.617,30.324,13.831,10.664,37.303,25.726,26.946,-26.639,-1.22,55,1.472727273,-0.621949621,-0.21577844,0.799649512,0.393478331,0.393478331,-0.41886403,-0.41886403,0.393478331,0.799649512,0.190392741,-0.825035211,-1.028120802,0.190392741,0.190392741,0.393478331,-0.21577844,-1.040813651,-1.446984832,-0.025385699,1.193127844,0.990042253,0.786956663,0.583871073,-1.040813651,-1.650070422,-0.63464247,0.583871073,0.990042253,1.193127844,0.583871073,0.177699892,-1.243899242,-1.873337643,2.039106257,1.776516588,-1.572974055,-3.003686654,2.40631039,0.055188509,0.30295293,-5.409997044,-0.24776442
582688316,1,18,11,18,7,7,11,16,11,99,0.562895925,-0.137596782,0.562895925,-0.537878329,-0.537878329,-0.137596782,0.362755152,-0.137596782,9,3,9,7,9,4,5,4,2,5,4,3,6,2,6,7,85,13,8,9,13,4,13,14,11,12,8,10,11,9,11,16,8,21.149,20.2,24.865,26.89,25.661,24.368,31.371,24.281,1.293,7.09,55,1.545454545,0.721068827,-0.452195705,0.721068827,0.32998065,0.721068827,-0.256651617,-0.061107528,-0.256651617,-0.647739794,-0.061107528,-0.256651617,-0.452195705,0.134436561,-0.647739794,0.134436561,0.32998065,0.464417211,-0.513303233,-0.317759144,0.464417211,-1.295479588,0.464417211,0.6599613,0.073329033,0.268873122,-0.513303233,-0.122215056,0.073329033,-0.317759144,0.073329033,1.051049477,-0.513303233,-0.291922882,-0.477494222,0.434718952,0.830695732,-0.205370179,-0.458208686,0.911186568,-0.475221022,0.252838507,1.38640759
584882144, , , , , , , , , , , , , , , , , , ,1,1,8,8,4,1,4,9,8,7,2,1,4,6,8,0,72,2,5,5,17,14,16,11,2,2,5,13,14,16,15,4,3,9.383,30.344,30.344,6.459,7.473,38.376,20.985,24.405,-30.903,-3.42,48,1.5,-0.703526471,-0.703526471,0.703526471,0.703526471,-0.100503782,-0.703526471,-0.100503782,0.904534034,0.703526471,0.502518908,-0.502518908,-0.703526471,-0.100503782,0.301511345,0.703526471,-0.904534034,-1.407052941,-0.804030252,-0.804030252,1.608060504,1.005037815,1.407052941,0.402015126,-1.407052941,-1.407052941,-0.804030252,0.804030252,1.005037815,1.407052941,1.206045378,-1.005037815,-1.206045378,-1.969070088,2.244249441,2.244249441,-2.556816202,-3.045867603,3.165869118,-0.329853411,0.357592455,-6.211736721,-0.687445866
589824419,NA,7,9,6,8,11,8,9,5,63,-0.24282731,0.312206541,-0.520344235,0.034689616,0.867240391,0.034689616,0.312206541,-0.79786116, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
595900879,0,11,10,20,18,11,12,7,7,96,-0.123091491,-0.246182982,0.984731928,0.738548946,-0.123091491,0,-0.615457455,-0.615457455,0,7,7,6,3,3,4,7,7,0,2,6,5,1,2,1,61,3,10,12,14,8,8,3,3,6,11,12,8,13,2,4,5,19.547,22.876,14.614,7.817,15.622,22.512,10.199,28.394,-6.89,-18.195,42,1.452380952,-0.802145661,0.670646373,0.670646373,0.460247511,-0.170949075,-0.170949075,0.039449787,0.670646373,0.670646373,-0.802145661,-0.381347937,0.460247511,0.249848649,-0.591746799,-0.381347937,-0.591746799,-0.973094737,0.499697297,0.920495021,1.341292745,0.078899573,0.078899573,-0.973094737,-0.973094737,-0.341898151,0.710096159,0.920495021,0.078899573,1.130893883,-1.183493599,-0.762695875,-0.552297013,0.693921747,1.394339558,-0.34397584,-1.774056905,-0.746337363,0.703310796,-1.887330392,1.940876902,-1.449648159,-3.828207294
600644450,1,7,2,6,6,4,4,10,4,43,0.22091088,-0.458814906,0.084965723,0.084965723,-0.186924591,-0.186924591,0.628746352,-0.186924591,5,2,1,2,3,5,2,0,1,2,2,4,2,1,2,4,38,10,6,4,1,2,4,5,6,9,4,2,2,3,4,7,7,12.493,4.045,8.524,15.972,18.442,6.659,14.053,7.884,11.783,6.169,29,1.310344828,0.669795979,-0.09568514,-0.350845513,-0.09568514,0.159475233,0.669795979,-0.09568514,-0.606005886,-0.350845513,-0.09568514,-0.09568514,0.414635606,-0.09568514,-0.350845513,-0.09568514,0.414635606,1.339591957,0.318950466,-0.19137028,-0.956851398,-0.701691025,-0.19137028,0.063790093,0.318950466,1.084431585,-0.19137028,-0.701691025,-0.701691025,-0.446530652,-0.19137028,0.574110839,0.574110839,0.604921454,-1.550673376,-0.407810066,1.492624391,1.658670004,-1.34788467,0.538771127,-1.035313213,3.006554673,1.57408434
601672422, , , , , , , , , , , , , , , , , , ,6,3,3,8,9,3,6,4,3,6,2,4,2,4,7,6,76,9,10,5,7,7,15,15,8,10,9,6,7,11,13,15,5,18.124,13.927,28.42,20.921,21.571,24.988,30.664,17.895,-3.417,12.769,51,1.490196078,0.251577303,-0.352208224,-0.352208224,0.654100987,0.855362829,-0.352208224,0.251577303,-0.150946382,-0.352208224,0.251577303,-0.553470066,-0.150946382,-0.553470066,-0.150946382,0.452839145,0.251577303,-0.100630921,0.100630921,-0.90567829,-0.503154605,-0.503154605,1.106940132,1.106940132,-0.301892763,0.100630921,-0.100630921,-0.704416448,-0.503154605,0.301892763,0.704416448,1.106940132,-0.90567829,-0.426775736,-1.271471688,1.645416191,0.136153636,-0.465317379,0.222394336,1.364756552,-1.205155911,-0.687711715,2.569912463
603909620,1,2,1,9,14,16,17,20,7,86,-1.028078617,-1.145573316,-0.205615723,0.381857772,0.61684717,0.734341869,1.086825967,-0.440605122,5,5,5,9,7,4,5,3,6,6,1,2,3,1,4,6,72,9,7,8,8,7,13,13,7,7,10,6,6,15,10,13,5,17.124,15.059,27.051,18.724,18.999,25.05,26.602,18.611,-6.051,7.991,50,1.44,0.103695169,0.103695169,0.103695169,0.933256525,0.518475847,-0.103695169,0.103695169,-0.311085508,0.311085508,0.311085508,-0.725866186,-0.518475847,-0.311085508,-0.725866186,-0.103695169,0.311085508,0,-0.414780678,-0.207390339,-0.207390339,-0.414780678,0.829561356,0.829561356,-0.414780678,-0.414780678,0.207390339,-0.622171017,-0.622171017,1.244342034,0.207390339,0.829561356,-0.829561356,-0.426187147,-0.854448196,1.632576748,-0.094362604,-0.752204759,0.502714182,0.824583988,-0.832672211,-1.254918941,1.657256199
606860337,NA,14,20,22,16,16,14,15,11,128,-0.239045722,0.478091444,0.717137166,0,2.78E-17,-0.239045722,-0.119522861,-0.597614305, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
608430888,1,10,10,23,15,14,13,13,4,102,-0.308545992,-0.308545992,1.150035063,0.252446721,0.140248178,0.028049636,0.028049636,-0.981737249,7,4,1,7,6,4,7,5,4,5,1,4,2,5,2,4,68,11,11,6,6,9,9,11,5,11,11,7,6,11,7,10,5,20.755,14.482,20.158,17.583,23.112,21.039,20.65,19.419,2.073,1.231,49,1.387755102,0.59051094,-0.053682813,-0.697876565,0.59051094,0.375779689,-0.053682813,0.59051094,0.161048438,-0.053682813,0.161048438,-0.697876565,-0.053682813,-0.483145314,0.161048438,-0.483145314,-0.053682813,0.536828127,0.536828127,-0.536828127,-0.536828127,0.107365625,0.107365625,0.536828127,-0.751559378,0.536828127,0.536828127,-0.322096876,-0.536828127,0.536828127,-0.322096876,0.322096876,-0.751559378,0.567212599,-0.779796537,0.439018042,-0.113914929,0.37427657,-0.070861313,-0.154391769,-0.418725939,0.445137883,0.26433417
608659655,0,3,6,8,4,5,5,7,7,45,-0.352804177,0.050400597,0.319203779,-0.218402586,-0.084000995,-0.084000995,0.184802188,0.184802188,2,5,8,7,4,3,4,7,1,4,2,5,6,0,4,2,64,5,9,11,15,1,11,8,4,7,9,13,8,8,8,6,5,18.896,19.417,17.699,10.862,16.315,20.165,17.616,27.487,-3.85,-9.871,45,1.422222222,-0.423999152,0.211999576,0.847998304,0.635998728,7.40E-17,-0.211999576,9.25E-17,0.635998728,-0.635998728,7.40E-17,-0.423999152,0.211999576,0.423999152,-0.847998304,3.70E-17,-0.423999152,-0.635998728,0.211999576,0.635998728,1.483997032,-1.483997032,0.635998728,1.48E-16,-0.847998304,-0.211999576,0.211999576,1.05999788,1.11E-16,1.11E-16,1.11E-16,-0.423999152,-0.635998728,0.391775216,0.502226996,0.138011724,-1.311429377,-0.80496239,0.011235978,-0.529150942,1.563496873,-0.816198368,-2.092647815
613312171,0,12,11,20,20,22,19,14,9,127,-0.430597089,-0.541718918,0.458377546,0.458377546,0.680621205,0.347255717,-0.20835343,-0.763962577,0,5,9,4,3,1,2,7,9,3,1,0,4,7,3,2,60,1,2,9,16,16,7,6,3,0,7,11,16,13,6,5,2,9.448,31.127,17.952,5.893,5.726,31.478,12.363,25.546,-25.752,-13.183,42,1.428571429,-0.800640769,0.266880256,1.120897077,0.053376051,-0.160128154,-0.587136564,-0.373632359,0.693888666,1.120897077,-0.160128154,-0.587136564,-0.800640769,0.053376051,0.693888666,-0.160128154,-0.373632359,-1.387777333,-1.174273128,0.320256308,1.814785743,1.814785743,-0.106752103,-0.320256308,-0.960768923,-1.601281538,-0.106752103,0.747264718,1.814785743,1.174273128,-0.320256308,-0.533760513,-1.174273128,-1.395143228,3.233414434,0.420496532,-2.154150677,-2.803096708,2.695063581,-1.386069299,1.428556636,-5.498160289,-2.814625935
619665805,0,5,1,2,0,0,2,6,2,18,0.600994201,-0.273179182,-0.054635836,-0.491722528,-0.491722528,-0.054635836,0.819537547,-0.054635836,7,6,2,3,3,5,3,2,4,2,0,4,3,0,3,2,49,12,7,9,4,4,6,5,2,11,9,5,2,7,5,5,5,19.31,8.797,12.569,13.538,20.501,11.839,11.881,15.459,8.662,-3.578,37,1.324324324,0.92817837,0.69245053,-0.25046083,-0.01473299,-0.01473299,0.45672269,-0.01473299,-0.25046083,0.22099485,-0.25046083,-0.72191651,0.22099485,-0.01473299,-0.72191651,-0.01473299,-0.25046083,1.384901059,0.20626186,0.67771754,-0.50092166,-0.50092166,-0.02946598,-0.26519382,-0.97237734,1.149173219,0.67771754,-0.26519382,-0.97237734,0.20626186,-0.26519382,-0.26519382,-0.26519382,1.475096424,-1.003110357,-0.113944945,0.114475332,1.202860235,-0.839014314,-0.829113745,0.014320466,2.041874549,-0.843434211
626082321,1,6,3,4,3,9,15,22,14,76,-0.396933584,-0.73716237,-0.623752775,-0.73716237,-0.056704798,0.623752775,1.417619943,0.510343179,9,2,0,5,7,2,2,2,1,8,5,5,4,5,6,9,72,11,7,6,2,6,11,15,14,14,4,6,5,6,14,16,7,17.659,10.003,23.668,26.476,24.63,18.312,33.166,12.94,6.318,20.226,50,1.44,0.933256525,-0.518475847,-0.933256525,0.103695169,0.518475847,-0.518475847,-0.518475847,-0.518475847,-0.725866186,0.725866186,0.103695169,0.103695169,-0.103695169,0.103695169,0.311085508,0.933256525,0.414780678,-0.414780678,-0.622171017,-1.451732373,-0.622171017,0.414780678,1.244342034,1.036951695,1.036951695,-1.036951695,-0.622171017,-0.829561356,-0.622171017,1.036951695,1.451732373,-0.414780678,-0.315233315,-1.90301375,0.930975232,1.513327303,0.415610239,-0.894681922,2.185894172,-2.008782823,1.310292161,4.194676996
634647812,1,12,3,4,5,2,0,9,4,39,0.844189721,-0.22215519,-0.103672422,0.014810346,-0.340637957,-0.577603493,0.488741417,-0.103672422,7,5,3,4,5,9,6,3,0,4,2,6,6,1,3,4,68,16,12,11,6,1,7,9,6,13,11,9,4,4,7,9,11,25.355,10.938,13.927,22.496,29.963,11.543,20.906,22.436,18.42,-1.53,46,1.47826087,0.562073743,0.153292839,-0.255488065,-0.051097613,0.153292839,0.970854648,0.357683291,-0.255488065,-0.868659422,-0.051097613,-0.459878517,0.357683291,0.357683291,-0.664268969,-0.255488065,-0.051097613,1.532928391,0.715366582,0.51097613,-0.51097613,-1.532928391,-0.306585678,0.102195226,-0.51097613,0.919757035,0.51097613,0.102195226,-0.919757035,-0.919757035,-0.306585678,0.102195226,0.51097613,1.480093459,-1.466603689,-0.855680628,0.895741156,1.756531546,-2.008340583,-0.094632779,0.218084612,3.764872128,-0.312717392
