UserID,DOC,DOB,AGE,GENDER,EDUCATION,INCOME,UFES1,UFES2,UFES3,UFES4,CSIP1,CSIP2,CSIP3,CSIP4,CSIP5,CSIP6,CSIP7,CSIP8,CSIP9,CSIP10,CSIP11,CSIP12,CSIP13,CSIP14,CSIP15,CSIP16,CSIP17,CSIP18,CSIP19,CSIP20,CSIP21,CSIP22,CSIP23,CSIP24,CSIP25,CSIP26,CSIP27,CSIP28,CSIP29,CSIP30,CSIP31,CSIP32,CSIP33,CSIP34,CSIP35,CSIP36,CSIP37,CSIP38,CSIP39,CSIP40,CSIP41,CSIP42,CSIP43,CSIP44,CSIP45,CSIP46,CSIP47,CSIP48,CSIP49,CSIP50,CSIP51,CSIP52,CSIP53,CSIP54,CSIP55,CSIP56,CSIP57,CSIP58,CSIP59,CSIP60,CSIP61,CSIP62,CSIP63,CSIP64
162375609,6/26/2019 9:20,5/22/1985 0:00,34.61,1,6,4,0,0,1,0,0,0,0,0,2,2,2,1,0,0,0,0,0,1,1,1,0,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,1,1,0,0,0,0,2,2,2,0
163953102,6/26/2019 10:05,4/19/1978 0:00,41.7,0,6,4,0,1,0,0,3,2,1,1,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,2,0,1,1,0,0,1,0,1,1,1,1,0,0,2,1,1,0,0,0,0,1,1,1,1,2,3,1,0,0,2,3,1,0,0,0,0,0,0,0
165071455,6/26/2019 18:00,4/9/1981 0:00,38.73,0,6,3,0,0,1,0,1,0,1,2,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,0,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,2,2,0,0,0,0
167509154,6/26/2019 10:59,12/16/1992 0:00,27.04,0,6,3,0,1,0,0,0,1,2,3,3,1,0,0,0,1,3,3,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,3,3,2,2,0,2,3,3,3,2,1,0,0,0,3,3,3,2,0,0,0,2,3,3,2,2,0,0,0,3,2,3,0,1,0,0
167819558,6/26/2019 6:58,11/23/1966 0:00,53.11,0,6,4,0,1,0,0,2,0,0,0,1,0,2,0,0,1,2,1,0,0,2,0,1,0,0,3,0,0,1,2,1,0,2,0,0,2,3,0,2,2,0,0,0,1,2,0,1,0,1,1,0,2,0,2,1,0,3,2,0,0,1,3,0,0,2,0,0,2,1,1
168135914,6/26/2019 6:28,4/9/1981 0:00,38.73,0,6,4,0,1,0,0,1,1,0,0,3,3,2,1,0,0,1,1,3,2,2,1,0,0,0,1,2,3,3,2,0,0,1,1,2,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,3,0,3,1,0,0,1,2,3,1,2,0,0,0,1,2,2,3,0,0
173176487,6/27/2019 8:44,5/5/1998 0:00,21.66,0,3,3,0,0,1,0,0,1,1,2,2,1,2,0,0,0,2,3,3,2,1,0,0,0,0,2,2,1,1,0,0,0,1,1,1,2,1,0,0,0,1,2,2,2,3,0,0,0,1,1,1,1,2,0,0,0,1,2,3,1,1,0,0,1,1,2,1,1,1,0
174436515,6/26/2019 15:06,1/24/1984 0:00,35.94,0,6,4,0,0,1,0,2,0,1,0,3,1,2,0,0,0,2,1,2,1,2,0,0,0,0,1,0,1,3,1,0,0,1,0,1,3,3,0,1,0,0,1,2,2,3,0,0,0,1,2,2,3,3,0,0,1,0,1,3,0,2,0,0,0,0,3,0,3,1,0
176411072,6/25/2019 20:40,6/25/1976 0:00,43.52,1,5,4,0,0,1,0,2,3,0,1,1,3,1,3,0,1,0,0,1,3,3,0,0,0,1,1,3,3,3,1,1,2,0,1,3,3,3,0,1,2,0,1,3,3,3,1,2,0,0,3,3,3,2,3,1,0,1,2,3,3,3,0,2,0,0,3,3,3,2,1
177580573,6/26/2019 10:25,1/17/1986 0:00,33.95,1,6,4,0,1,0,0,2,1,1,0,1,1,1,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,2,1,1,0,0,0,1,2,1,1,0,0,1,0,1,2,2,0,1,0,0,1,2,1,3,1,0,0,1,1,2,1,1,2,1,2,1,0,1,3,1,0
177616062,6/26/2019 4:14,2/28/1994 0:00,25.84,1,5,1,0,0,1,0,2,0,0,3,2,0,1,0,0,0,1,2,2,0,0,0,2,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,2,1,0,0,0,1,1,2,3,1,0,0,0,2,1,0,0,0
179665139,7/17/2019 8:08,11/25/1979 0:00,40.1,1,6,2,0,0,1,0,1,1,2,1,2,3,2,1,1,1,2,1,0,2,1,3,1,0,1,1,0,1,2,1,1,0,1,0,1,3,3,2,0,1,2,2,3,2,1,0,1,0,1,0,1,2,2,1,1,1,1,0,2,2,1,1,1,0,1,1,1,1,2,1
180795313,6/27/2019 5:10,10/8/1996 0:00,23.23,1,4,1,0,0,1,0,2,0,1,3,2,2,2,3,0,0,0,3,1,0,3,2,0,0,0,0,3,2,1,3,2,0,3,2,3,3,3,1,0,3,3,3,3,1,3,2,0,0,1,1,3,2,3,0,2,0,3,0,3,2,1,1,0,3,1,2,3,1,3,2
182096511,7/1/2019 22:00,7/17/1978 0:00,41.46,0,6,4,0,1,0,0,1,0,0,0,2,3,3,2,1,1,1,1,2,2,2,0,0,0,0,1,0,1,1,1,1,0,2,1,2,2,3,0,1,1,0,2,2,2,3,0,0,0,1,2,1,2,1,1,0,0,1,2,1,1,2,1,1,0,1,2,2,1,2,0
182280827,6/25/2019 23:40,11/11/1994 0:00,25.14,0,6,1,0,0,1,0,1,0,0,1,2,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,0,3,0,0,3,1,1,0,0,0,0,0,0,2,1,1,0,1,0,0,3,3,2,0,0,1,0,0,3,1
182884204,7/3/2019 14:21,12/8/1996 0:00,23.06,1,4,3,0,0,1,0,1,1,2,1,1,1,1,0,0,1,2,0,1,0,0,0,0,1,0,0,1,1,2,0,3,1,0,0,2,2,0,0,2,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,2,0,3,0,2,0,2,1,3,0,3,1,1,1,0,2
184770000,6/26/2019 14:46,4/20/1999 0:00,20.7,1,4,3,0,0,1,0,0,1,1,1,1,1,0,1,0,1,2,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,2,0,0,0,1,2,0,0,0,1,0,0,1,2,0,2,0,1,0,1,0,2,1,2,0,0,0,0,2,1,2,1,0,0,0
185987889,6/26/2019 8:11,4/28/1991 0:00,28.68,0,6,0,1,0,0,0,1,1,2,0,3,3,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188963399,6/27/2019 9:05,2/21/1998 0:00,21.86,0,3,3,1,0,0,0,3,0,2,0,3,0,2,0,0,1,0,0,1,0,2,1,1,0,0,0,0,1,2,3,0,0,0,0,1,0,3,0,0,1,3,0,1,0,3,0,1,0,0,0,0,3,3,0,0,1,2,1,0,0,3,2,0,0,0,0,0,1,2,0
192316201,7/25/2019 16:13,6/30/1993 0:00,26.51,1,6,2,0,0,1,0,3,3,3,2,2,2,2,1,3,3,2,3,1,2,1,2,3,2,2,2,1,0,0,1,2,3,2,2,2,2,1,1,2,2,2,2,2,3,1,3,3,3,2,2,2,2,2,2,3,2,2,3,0,3,1,1,2,2,2,1,1,2,2,3
198316004,6/27/2019 4:19,12/14/1999 0:00,20.05,0,4,4,0,0,1,0,0,0,2,2,3,2,2,1,0,0,2,2,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,2,3,0,0,0,2,1,0,0,0,0,0,0,3,2,0,0,3,0,0,0,2,3,0,2,3,0
203199261,6/25/2019 23:22,12/13/1977 0:00,42.05,0,6,4,0,0,1,0,3,3,2,3,2,3,2,1,3,2,2,3,1,2,2,2,3,3,3,3,1,1,0,2,1,3,2,2,3,2,1,3,0,2,3,3,1,2,1,2,3,3,2,3,3,0,2,2,3,2,2,2,1,2,2,1,2,1,1,0,3,3,0,2
204979669,6/26/2019 4:49,3/23/1977 0:00,42.78,0,6,4,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,1,0,0,0,0,2,3,2,0,0,0,0,0,3,3,2,0,0,1,0,0,2,1,2,0,0,0,0,2,3,1,1,0,0,0,0,1,3,1,1,0,0,0,0,1,2,2,0,0
205618468,6/27/2019 8:52,2/17/1986 0:00,33.87,0,6,4,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0
207776958,6/26/2019 0:30,12/27/1990 0:00,29.01,1,6,4,0,0,1,0,0,2,2,2,1,2,0,0,0,2,2,3,0,1,1,0,0,0,1,2,2,1,1,0,0,0,1,2,2,3,1,2,1,2,0,2,2,1,0,1,0,1,3,2,1,1,1,0,0,2,3,0,2,0,1,2,2,2,3,1,3,1,0,0
210333475,7/1/2019 8:50,12/19/1988 0:00,31.03,0,6,4,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,2,1,0,0,1,0,1,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0
212336662,6/26/2019 10:08,8/21/1962 0:00,57.36,1,6,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
212663676,6/26/2019 17:29,12/8/1993 0:00,26.06,1,4,3,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,2,0
214653630,6/26/2019 12:36,10/21/1993 0:00,26.2,0,4,3,0,0,1,0,0,0,0,0,1,2,2,2,0,0,1,0,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,0,1,0,1,1,2,2,1,1,0,1,0,2,2,2,1,0
225065321,6/26/2019 15:24,7/19/1967 0:00,52.45,0,6,4,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0
227304720,6/26/2019 1:07,9/29/1994 0:00,25.26,0,5,2,0,0,1,0,2,3,1,1,3,2,2,1,3,2,2,1,1,2,1,1,2,3,2,1,0,1,0,1,2,3,1,1,1,1,0,1,0,1,1,2,1,2,2,3,3,2,1,2,1,1,1,3,3,1,1,2,1,1,0,0,2,2,1,1,2,3,3,3
229067147,6/26/2019 19:56,5/25/1991 0:00,28.61,0,4,4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,3,2,1,1,0,0,0,2,1,0,1,1,0,2,0,2,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
230503406,6/26/2019 10:04,2/20/1981 0:00,38.86,0,6,4,0,1,0,0,0,0,1,0,1,2,2,1,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,2,1,0
232028985,7/3/2019 6:13,8/3/1985 0:00,34.41,1,5,4,1,0,0,0,2,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,2,1,2,0,2,2,1,1,1,1,1,2,1,0
235102520,9/11/2019 12:38,6/10/1970 0:00,49.56,0,6,4,0,0,0,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,2,3,2,0,0,0,0,0,1,0,3,1,0,0,0,1,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,2,2,0,0,0,0,3,3,2
235115687,6/26/2019 22:54,8/15/1950 0:00,69.38,1,5,4,0,0,1,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,0,0,3,3,3,3,3,2,2,3
235939207,6/26/2019 11:48,12/6/1971 0:00,48.07,0,6,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
238335229,6/25/2019 20:30,2/26/1988 0:00,31.85,0,6,4,0,0,1,0,1,0,0,0,2,0,2,1,0,0,1,1,0,0,1,2,1,0,1,1,0,1,3,2,1,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,1,0,2,3,0
238784393,6/27/2019 0:41,8/25/1998 0:00,21.35,0,4,4,0,1,0,0,1,2,2,0,3,1,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,1,1,1,0,0,1,1,1,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,1
245609206,6/27/2019 11:20,2/6/2001 0:00,18.9,0,4,4,0,0,1,0,2,1,3,1,3,2,1,0,3,1,2,3,1,3,2,2,2,3,3,2,2,1,0,0,2,3,2,2,3,3,0,1,2,3,1,1,3,3,2,3,3,3,2,3,3,1,2,2,3,2,2,2,2,3,0,1,1,2,2,2,3,3,0,1
250311102,6/26/2019 12:55,5/23/1981 0:00,38.61,0,6,4,0,1,0,0,0,0,3,2,3,2,3,0,0,2,0,3,1,0,1,2,0,0,1,3,0,1,0,0,1,0,3,3,3,1,1,0,1,2,2,3,1,0,0,0,0,2,2,1,2,3,3,0,0,0,2,1,1,0,2,3,0,2,3,1,2,0,0,0
251071870,6/26/2019 8:11,9/18/1986 0:00,33.29,0,6,4,0,0,1,0,2,1,3,3,2,1,2,1,0,1,1,1,2,1,1,0,0,0,0,2,0,0,1,0,1,1,1,1,1,2,1,0,1,1,3,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,3,1,1,0,1,0,1,1,2,1,2,1,0
252255562,6/26/2019 8:50,11/29/1997 0:00,22.09,0,4,3,0,0,1,0,2,1,0,2,3,1,1,0,0,1,2,3,2,3,1,2,0,0,0,0,2,0,1,2,0,0,2,1,3,3,2,0,0,2,2,3,2,3,1,0,0,0,1,0,3,2,2,3,0,2,1,2,2,1,2,1,0,3,1,1,2,1,1,0
256573416,6/26/2019 10:40,2/1/1993 0:00,26.91,0,6,2,0,0,1,0,0,0,1,0,3,1,2,0,0,0,1,1,2,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,0,0
257532864,6/25/2019 20:09,5/21/1991 0:00,28.62,0,5,4,1,0,0,0,1,1,0,2,2,0,0,0,0,0,3,2,1,0,0,2,1,0,0,2,0,0,3,2,0,0,1,0,1,1,3,0,0,1,0,1,1,1,2,0,2,1,1,0,1,2,3,0,0,0,3,1,1,0,0,0,0,2,1,1,0,0,0,0
262433565,6/27/2019 13:58,8/26/1999 0:00,20.35,1,4,1,0,0,1,0,0,1,2,1,1,3,3,1,3,3,2,2,2,3,3,3,3,1,2,3,1,1,2,2,1,3,2,2,3,3,1,2,2,3,3,2,3,3,3,3,3,2,1,2,2,1,3,3,2,2,2,3,2,3,2,1,2,1,1,2,2,2,2,2
262598988,6/27/2019 19:26,8/6/1993 0:00,26.4,0,6,2,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,1,2,1,0,1,0,1,1,1,1,1,2,1,2,1,1,1,0,1,2
263066515,6/26/2019 7:03,2/2/1990 0:00,29.91,1,6,4,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,1,0,0,0,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,1,0,0,1,1,1,1,2,1,0,0,0,0,0,1,2,1
263694650,6/27/2019 16:27,4/11/1976 0:00,43.72,1,6,3,0,1,0,0,0,1,0,0,2,1,3,1,0,1,0,1,1,1,1,2,0,3,0,0,1,1,1,2,0,0,0,1,1,2,3,2,0,0,0,0,2,1,0,0,0,1,0,1,2,1,1,3,0,0,1,1,1,0,1,0,0,0,0,3,1,2,1,0
267085531,6/26/2019 14:51,1/4/1997 0:00,22.99,0,4,2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,1,3,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,2,2,1,2,0,0,0,0,0,1,0,1,1,1,1,0,1,2,0,1,1,0,0,1,1,0,0,1,1
268112329,6/27/2019 9:05,4/19/1993 0:00,26.7,0,4,3,0,0,1,0,1,0,0,1,2,2,3,2,0,0,1,1,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,2,1,1,1,0
269984388,6/26/2019 14:14,6/30/1985 0:00,34.51,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
272272846,6/26/2019 10:21,7/19/1986 0:00,33.45,1,4,3,0,0,1,0,0,0,2,1,3,2,3,3,0,0,3,1,3,2,2,2,0,0,0,1,3,3,0,0,0,0,1,1,2,2,0,0,0,2,1,2,2,2,2,0,0,0,0,2,2,1,2,2,0,1,2,3,3,3,1,0,0,1,1,3,1,3,1,0
273477764,7/1/2019 9:27,4/4/1984 0:00,35.74,0,6,4,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,2,1,0,1,0,0,0,2,1,1,0,0,1,0,0,1,1,2,0,0,0,0,1,2,1,1,0,0,1,1,1,2,0,1,0,0,0,0,1,1,3,1,0
274109658,7/13/2019 0:20,12/23/1997 0:00,22.02,1,4,3,0,0,1,0,0,0,0,2,3,1,2,0,0,0,0,2,0,0,1,3,1,0,1,0,3,1,3,1,0,0,2,0,3,2,3,0,0,1,0,0,0,2,2,0,0,0,1,2,3,3,3,1,0,0,2,0,3,2,2,1,0,1,0,1,2,3,1,2
275545953,6/26/2019 11:55,10/28/1991 0:00,28.18,1,4,4,0,0,1,0,0,1,1,1,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,2,1,0,0,0,0
275858566,6/27/2019 14:22,1/15/1998 0:00,21.96,0,4,1,0,0,1,0,1,2,1,1,0,2,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,1,0,1,3,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,3,1,1,0,1,3,2,3,2,1,1,1,0,0
278046543,6/26/2019 16:16,2/8/1976 0:00,43.9,1,6,3,0,0,1,0,2,1,2,3,0,1,0,0,0,1,1,3,0,0,0,0,2,1,2,1,1,0,0,2,3,3,3,1,2,1,0,1,0,2,0,1,2,0,1,0,1,1,1,1,0,0,0,3,2,3,1,0,1,0,0,0,1,0,2,0,0,0,0,1
285634350,7/2/2019 10:28,6/9/1999 0:00,20.56,0,4,1,0,0,1,0,0,0,1,1,2,0,2,0,0,0,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0
288359949,6/26/2019 8:09,6/28/1988 0:00,31.51,0,6,4,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,2,2,2,0,0,0,0,0,1,1,1,0,1,1,1,1,1,3,3,3,0,0,1,0,2,1,1,2,1,0,0,0,1,2,0,0,0,0,0,3,1,2,2,0,0,1,0,2,1,2,1,1,0
293963523,6/27/2019 9:10,12/27/1988 0:00,31.01,0,6,4,0,0,0,1,0,1,0,2,3,3,3,3,0,0,0,3,1,3,3,2,0,0,0,0,2,2,2,2,0,0,0,1,3,3,3,0,0,1,0,2,3,1,1,0,0,0,0,0,3,3,3,0,0,0,3,1,3,2,1,0,1,0,0,0,2,3,2,1
294904563,6/26/2019 10:21,7/2/1993 0:00,26.5,0,6,4,0,0,0,1,2,1,3,3,2,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,0,2,2,3,1,1,1,1,0,1,0,3,1,0,0,0,0,1,0,3,1,1,0,1,0,0,2,3,2,1,1,0,0
296076225,6/27/2019 14:48,6/24/1999 0:00,20.52,0,4,4,0,0,1,0,2,2,1,3,2,0,1,3,1,1,0,2,3,0,0,0,1,0,0,1,3,0,1,2,1,0,0,1,1,2,3,0,0,1,0,1,1,0,1,0,1,0,0,0,0,3,1,0,1,0,1,3,2,0,2,0,1,0,0,3,0,2,3,1
304987162,6/25/2019 20:33,4/20/1988 0:00,31.7,0,6,4,0,0,1,0,0,1,2,3,3,1,2,0,0,0,0,3,2,2,2,1,0,0,2,3,2,1,0,0,0,0,2,2,2,3,0,0,0,2,3,3,3,2,0,0,0,2,2,1,1,1,0,0,0,0,1,3,2,1,0,0,0,3,3,3,2,3,0,0
310509785,6/29/2019 18:04,8/20/1992 0:00,27.36,1,4,1,0,0,1,0,0,1,1,2,2,2,2,1,0,1,1,3,2,1,1,1,1,0,0,1,1,3,1,3,2,0,1,1,0,2,2,2,0,1,0,3,2,2,2,1,0,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,0,2,1,0,2,2,1
311006955,6/27/2019 6:35,2/7/1998 0:00,21.9,0,4,2,0,0,1,0,2,0,2,1,1,1,1,0,0,1,3,2,2,0,1,0,0,0,0,2,1,1,1,2,1,0,1,0,2,2,2,1,1,1,2,2,0,0,2,0,0,0,1,1,2,1,1,0,1,1,2,2,2,1,2,0,1,1,1,1,1,2,0,1
311881406,7/3/2019 10:20,10/10/1990 0:00,29.23,0,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312110943,6/27/2019 12:26,10/28/1998 0:00,21.18,0,4,2,0,1,0,0,1,0,3,2,3,1,1,0,0,1,3,3,3,1,0,1,0,1,1,3,1,0,0,0,1,0,2,3,1,3,1,0,0,2,2,2,2,1,1,0,0,1,1,2,0,0,0,0,0,2,2,3,0,0,1,0,0,1,3,3,1,0,0,0
312209494,6/27/2019 8:33,9/11/1990 0:00,29.31,1,5,0,0,0,1,0,2,0,0,0,3,1,1,0,0,1,1,0,2,1,1,0,2,0,0,0,0,1,3,1,3,1,0,0,0,0,2,3,2,1,0,3,2,0,2,0,1,0,1,2,1,1,3,1,3,2,3,1,0,0,2,0,3,2,1,1,2,1,2,1
318519935,6/28/2019 12:55,7/16/1985 0:00,34.46,1,6,4,0,0,1,0,2,0,0,0,1,0,3,2,0,0,1,0,1,1,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,2,3,2,2,1,0,1,2,1,3,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,3,2,1,1,0,0,1,2,2,1
325862952,7/1/2019 8:06,4/24/1971 0:00,48.69,1,6,4,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,1,0,0,2,0,1,1,0
328928520,6/26/2019 8:29,8/10/1990 0:00,29.39,0,6,4,0,0,1,0,1,0,2,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,1,0,0,0,3,1,0,0,0,0,3,0,0,1,0,3,0,0,0,2,0,0,0,1,0,0,0,2,0,0,1,2,0,0,0,3,1,0,3,2,0,0,3,1,1
329000038,7/2/2019 20:44,3/5/1989 0:00,30.83,0,6,2,0,0,1,0,1,0,0,0,2,1,2,1,0,0,1,0,1,1,2,1,1,1,0,1,1,1,2,1,0,1,0,0,1,2,2,0,1,0,0,1,1,1,2,1,0,0,0,1,1,2,1,1,0,0,1,1,2,2,2,1,1,0,0,1,1,3,2,0
330196377,6/26/2019 23:05,6/20/2000 0:00,19.53,0,4,4,1,0,0,0,0,0,0,0,1,3,2,3,0,0,1,0,2,2,3,1,0,0,0,1,1,2,2,1,0,0,0,0,2,3,3,1,0,0,0,0,2,2,3,0,0,0,0,0,2,3,2,1,0,0,1,1,3,3,3,0,0,3,0,1,2,3,2,1
333124445,6/28/2019 10:29,7/10/1998 0:00,21.48,0,3,4,0,0,1,0,2,1,0,0,2,1,2,0,1,1,2,0,1,2,3,3,3,3,3,2,2,1,1,1,3,3,2,2,2,3,1,1,3,3,2,3,2,2,2,3,3,3,2,3,1,2,2,0,1,2,3,2,0,2,2,2,3,2,3,2,3,3,2,3
337438633,6/26/2019 9:22,10/30/1991 0:00,28.17,0,6,4,0,0,1,1,1,0,0,0,3,1,2,0,0,0,1,1,3,1,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,2,1,1,1,0
340225057,6/26/2019 7:10,7/11/1984 0:00,35.47,0,5,4,0,0,0,1,2,0,1,1,1,1,1,0,0,0,2,1,2,1,1,3,1,0,0,1,1,1,1,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,3,1,1,1,1,0,0
341280367,6/25/2019 22:26,4/6/1987 0:00,32.74,1,6,4,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1
