UserID,DOC,DOB,AGE,GENDER,EDUCATION,INCOME,CSIP_TEXT,CSIP_VAL1,CSIP_VAL2,CSIP_VAL3,CSIP_VAL,CSIP1,CSIP2,CSIP3,CSIP4,CSIP5,CSIP6,CSIP7,CSIP8,CSIP9,CSIP10,CSIP11,CSIP12,CSIP13,CSIP14,CSIP15,CSIP16,CSIP17,CSIP18,CSIP19,CSIP20,CSIP21,CSIP22,CSIP23,CSIP24,CSIP25,CSIP26,CSIP27,CSIP28,CSIP29,CSIP30,CSIP31,CSIP32,CSIP33,CSIP34,CSIP35,CSIP36,CSIP37,CSIP38,CSIP39,CSIP40,CSIP41,CSIP42,CSIP43,CSIP44,CSIP45,CSIP46,CSIP47,CSIP48,CSIP49,CSIP50,CSIP51,CSIP52,CSIP53,CSIP54,CSIP55,CSIP56,CSIP57,CSIP58,CSIP59,CSIP60,CSIP61,CSIP62,CSIP63,CSIP64,CSIP8a,CSIP19a,CSIP32a,CSIP34a,CSIP44a,CSIP54a,RETEST1,RETEST2,PASS
201923709,,6/10/1984 0:00,35.82,,,,1,1,1,1,3,0,0,0,0,0,2,1,3,0,0,0,0,1,1,2,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
207289387,3/3/2020 17:19,1/9/1985 0:00,35.23,0,6,4,1,1,1,1,3,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
212071584,,11/15/1997 0:00,22.38,,,,1,1,1,1,3,3,3,2,2,3,3,2,1,1,3,3,1,3,3,3,3,3,0,1,2,0,3,3,3,3,1,3,3,3,3,3,1,1,1,3,1,3,3,3,0,1,0,0,0,2,2,3,0,3,3,0,3,1,2,3,3,1,0,1,3,1,3,3,0,3,0,2,2,0,1,0,0,1
219302651,3/4/2020 19:21,5/31/2000 0:00,19.84,0,4,2,1,0,1,0,1,0,2,1,3,2,0,1,0,0,2,2,3,2,0,0,0,2,1,2,3,2,0,1,1,1,1,3,1,2,1,3,0,0,0,3,3,3,0,2,0,2,1,3,3,2,1,0,0,1,3,2,3,1,1,0,2,2,2,3,3,0,0,2,0,0,3,0,3,3,1,0,0,0
220433211,3/5/2020 11:44,1/15/2000 0:00,20.22,0,3,1,1,0,1,1,2,2,0,0,2,0,0,3,2,0,0,0,2,1,1,3,2,1,0,0,1,0,1,1,2,0,0,1,2,1,1,1,0,0,0,0,1,1,1,2,1,0,0,0,0,0,3,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,1
220747573,,9/12/1960 0:00,59.56,,,,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,2,0,0,0,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0
221540321,3/28/2020 8:29,9/18/1995 0:00,24.54,0,5,4,1,1,1,1,3,0,0,1,0,3,1,3,0,0,0,0,2,1,1,3,3,2,0,0,2,0,3,3,3,0,0,0,3,0,3,3,0,0,2,1,1,0,1,3,0,0,0,3,1,0,3,3,0,0,3,2,3,0,0,3,0,0,3,2,2,0,3,3,0,0,0,0,0,0,0,0,1,1
226635415,3/3/2020 14:40,2/27/1973 0:00,47.1,1,6,4,0,1,1,1,3,2,0,0,1,2,0,1,0,1,1,1,2,2,0,1,1,3,0,1,0,2,0,0,0,2,2,0,0,0,1,0,2,0,1,0,0,0,1,2,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,2,0,0,1,0,3,0,0,0,1,2,2,0,0,0,1,0
228591540,3/4/2020 21:34,5/16/1991 0:00,28.89,0,4,1,1,1,1,1,3,2,0,1,3,3,1,3,3,0,0,0,3,1,1,3,2,0,0,0,1,0,1,3,0,0,0,3,1,0,1,2,0,0,2,3,3,2,3,3,0,0,0,0,1,0,3,3,0,0,1,0,1,1,3,3,3,0,3,1,1,2,2,3,0,3,0,0,0,0,3,2,2,1
236157361,3/4/2020 0:27,10/31/1974 0:00,45.43,0,6,4,1,1,1,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,2,3,0,2,0,0,0,2,1,1,1,0,1,0,0,2,3,1,1,0,0,0,0,0,2,0,0,1
236179850,3/6/2020 17:21,4/15/1993 0:00,26.97,0,6,2,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
237919932,3/4/2020 9:41,5/5/2000 0:00,19.92,1,4,0,1,1,1,1,3,0,0,1,3,1,0,2,2,0,0,0,2,2,1,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3,0,0,1,2,2,0,1,0,0,0,0,0,0,0,3,2,0,0,1,2,2,0,0,3,2,1,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1,1
242800185,3/4/2020 21:32,2/25/2000 0:00,20.11,1,3,4,1,1,1,1,3,0,1,0,0,3,1,2,0,0,1,1,0,1,1,0,0,0,0,2,0,1,2,2,0,0,0,2,0,2,3,0,0,0,1,3,2,1,1,1,0,0,0,1,3,1,0,0,2,0,0,3,2,1,1,0,0,0,3,0,0,0,2,0,2,1,1,0,0,3,1,0,0,1
244888207,3/4/2020 23:39,11/26/1984 0:00,35.35,1,6,4,1,1,1,0,2,2,0,2,0,2,3,3,3,0,0,0,0,2,3,3,3,1,3,1,1,1,2,2,3,0,0,0,0,1,3,3,0,0,0,0,1,2,3,3,0,0,0,0,3,2,2,2,1,1,0,0,1,3,3,3,1,0,0,0,0,3,3,3,1,0,1,0,0,1,2,0,0,1
247130080,3/5/2020 18:52,5/9/1996 0:00,23.9,0,6,1,1,1,1,1,3,1,2,1,1,3,3,3,2,0,1,0,2,3,2,2,2,0,0,1,3,3,1,1,0,0,0,1,2,3,3,3,0,0,2,2,2,2,2,3,0,1,0,1,1,3,3,3,1,0,1,1,3,3,2,2,0,0,2,2,3,3,2,3,0,2,1,0,1,1,3,2,2,1
247569339,3/3/2020 21:46,4/12/1985 0:00,34.98,1,6,1,0,0,0,1,1,1,0,0,2,2,0,0,1,0,1,2,1,1,0,1,2,2,0,0,0,0,0,1,3,1,0,0,0,0,1,0,1,2,1,1,1,0,1,3,1,0,0,1,1,0,3,1,0,0,0,0,1,3,0,3,3,1,0,1,1,1,0,1,1,2,0,1,1,1,0,0,1,0
262120821,3/8/2020 11:23,7/30/2000 0:00,19.68,0,4,3,1,1,1,1,3,1,0,0,1,3,1,2,1,0,0,2,1,3,1,1,2,0,0,0,2,3,0,0,0,2,0,0,1,0,3,3,0,0,0,0,1,3,1,1,1,0,0,0,1,2,0,1,2,1,3,0,2,1,1,2,1,1,1,0,3,2,1,3,1,0,0,0,2,2,2,0,2,1
266761634,3/4/2020 19:39,9/28/1987 0:00,32.52,1,6,4,1,1,1,0,2,1,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,0,1,1,0,0,1,2,3,1,1,0,0,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,1,0,1,1,0,0,0,0,1
269493823,3/3/2020 20:14,3/29/1995 0:00,25.02,0,6,1,1,1,1,1,3,1,1,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,2,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
271514345,3/5/2020 21:49,1/20/1976 0:00,44.21,0,4,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,2,0,0,0,0,2,0,3,1,1,1,0,0,1,0,0,0,0,1
271532889,3/3/2020 18:09,9/4/1985 0:00,34.58,1,6,3,1,1,1,0,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,2,2,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,0,0,1
271779790,3/4/2020 19:28,7/14/2000 0:00,19.72,0,4,3,1,0,0,0,0,1,1,2,2,3,1,1,2,1,1,0,2,3,1,1,0,0,0,0,2,1,2,2,2,0,0,2,1,3,0,3,0,0,1,2,3,2,0,1,0,1,0,1,0,2,2,2,0,1,0,2,2,2,2,1,1,0,0,2,3,1,3,2,0,0,0,1,1,0,1,0,1,0
273510516,3/3/2020 23:53,3/19/1982 0:00,38.05,1,5,4,1,0,0,0,0,1,0,2,2,1,1,1,0,1,0,0,1,0,1,3,1,0,0,0,1,2,1,0,2,1,0,0,0,2,2,2,3,1,2,3,2,3,1,3,1,0,0,1,1,2,2,0,0,1,0,2,2,2,1,3,3,1,0,3,1,1,0,3,2,3,0,3,3,2,0,0,0,0
283986684,3/4/2020 11:35,6/18/1990 0:00,29.8,0,5,4,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1
287749398,3/4/2020 6:38,1/20/1975 0:00,45.2,0,5,3,1,1,1,1,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,3,3,2,3,0,3,0,0,3,2,3,3,3,3,0,2,0,0,2,3,2,3,0,0,3,3,3,3,2,3,1,0,3,3,3,2,2,3,0,1,3,0,3,2,3,0,0,1
289884303,3/27/2020 18:47,8/10/1970 0:00,49.65,0,6,4,1,1,1,1,3,0,1,0,0,2,2,2,2,1,0,1,0,1,2,2,2,0,0,2,1,1,1,2,1,0,1,0,0,1,2,3,1,0,0,0,1,2,2,2,0,0,0,0,1,2,2,1,0,0,1,0,1,3,1,2,2,0,0,1,0,1,2,2,1,2,1,1,1,1,0,0,0,1
290504298,3/4/2020 16:47,6/9/1998 0:00,21.82,1,4,1,1,1,1,1,3,0,0,1,3,2,1,3,0,0,0,3,3,2,1,2,0,0,0,1,1,2,2,0,1,0,0,1,1,1,3,0,0,0,1,3,1,1,0,0,0,0,0,2,0,3,2,1,0,0,0,3,1,3,0,2,0,0,2,0,3,2,2,0,0,0,0,0,2,0,1,0,0,1
291841201,,10/27/1998 0:00,21.44,,,,1,0,1,0,1,3,2,2,1,1,0,1,0,0,2,2,1,1,0,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,2,2,2,2,1,0,1,0,1,0,0,0,0,2,0,1,2,0,3,1,0,0,3,3,1,0,1,0,0,0,2,1,1,0,0,1,0,0,0,2,0
292667808,3/3/2020 22:47,1/19/1998 0:00,22.21,0,3,2,1,1,1,0,2,0,0,1,3,3,2,2,3,0,0,1,3,3,3,1,0,0,0,0,3,3,0,1,1,0,2,2,3,3,3,3,0,0,2,3,3,3,0,1,0,0,1,2,2,3,1,0,3,0,0,3,3,3,1,0,0,0,3,3,3,3,3,3,0,1,0,0,3,2,1,0,0,1
293089725,3/3/2020 22:50,11/25/1979 0:00,40.36,1,6,2,1,1,1,1,3,1,0,2,2,1,1,1,2,0,1,2,1,0,1,1,2,1,2,2,0,0,2,3,2,1,0,1,0,1,1,3,1,0,2,3,2,3,2,2,0,0,0,2,0,1,1,2,1,1,1,0,0,3,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1
296268359,,11/9/1971 0:00,48.4,,,,1,0,1,1,2,0,0,1,0,1,2,3,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
298900925,,12/31/1987 0:00,32.26,,,,1,1,1,1,3,1,0,0,1,2,0,2,1,0,0,0,1,3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,3,0,0,2,0,2,0,1,0,1,0,0,0,1
306683155,3/6/2020 18:41,9/20/1973 0:00,46.54,0,6,4,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309678713,,12/26/1994 0:00,25.27,,,,1,1,1,1,3,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1
313662182,3/4/2020 11:22,2/2/1998 0:00,22.17,0,4,3,1,1,1,1,3,1,0,1,3,2,1,2,3,0,0,0,3,0,0,2,1,1,0,1,1,1,1,2,0,0,0,1,0,1,0,3,0,0,2,0,2,0,1,1,1,0,0,1,0,0,2,0,0,0,3,1,1,1,1,0,0,0,0,0,0,3,2,3,0,2,1,0,2,0,0,0,1,1
315856145,3/4/2020 0:32,11/6/1989 0:00,30.41,1,6,4,1,1,1,1,3,3,1,0,0,1,3,3,3,2,0,0,1,3,2,2,1,3,0,0,2,1,1,1,3,3,0,0,0,1,2,2,3,1,1,0,1,2,2,1,1,1,0,0,1,1,3,3,3,3,0,1,2,2,1,3,2,2,0,1,2,2,3,3,1,2,0,3,1,1,2,0,1,1
321934532,3/5/2020 8:10,7/17/1976 0:00,43.72,0,6,4,1,1,1,0,2,0,0,1,1,2,1,2,1,0,0,0,1,2,1,1,2,0,0,0,0,2,1,1,1,0,0,0,1,1,2,1,0,0,1,0,1,2,2,2,0,0,0,1,1,2,2,1,0,0,0,1,1,2,1,1,1,0,1,1,2,2,2,2,0,1,0,0,0,1,1,0,0,1
325757041,,12/8/2000 0:00,19.32,,,,1,1,1,1,3,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,1,0,0,0,1,2,0,1,2,0,1,0,0,0,0,0,0,2,1
329070231,,10/31/1975 0:00,44.43,,,,1,1,1,1,3,2,0,1,2,1,1,1,1,0,1,1,2,1,1,1,2,1,1,1,1,1,0,2,1,1,1,1,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,0,0,0,1,1,1,0,0,1
330257355,3/5/2020 17:12,9/21/2000 0:00,19.53,0,4,3,1,1,1,1,3,0,0,2,3,3,1,3,0,0,0,3,3,3,2,1,0,0,0,0,3,3,3,2,0,0,0,3,3,3,3,3,0,0,0,3,3,3,3,3,0,0,0,3,3,3,3,3,0,0,3,3,3,3,1,0,0,0,3,3,3,3,2,0,0,0,3,0,3,3,1,0,2,1
335897770,3/4/2020 17:34,10/26/2000 0:00,19.44,0,3,4,1,1,1,1,3,3,1,1,2,2,1,1,1,0,0,2,2,3,0,1,0,1,2,1,2,1,3,3,1,0,0,2,2,1,1,3,0,1,1,0,2,1,1,1,0,0,0,0,0,0,3,0,0,0,1,3,3,1,0,1,1,0,1,2,3,0,1,3,0,1,0,0,1,0,0,0,0,1
352268618,3/4/2020 8:56,4/26/1995 0:00,24.94,1,4,1,1,1,1,1,3,0,0,3,3,3,3,2,2,0,1,3,3,3,3,1,0,0,0,0,3,3,2,0,0,0,0,2,2,3,0,3,0,0,3,3,3,3,3,3,0,0,0,3,3,3,1,0,0,0,0,3,3,1,0,1,0,0,0,3,3,2,2,2,0,0,1,0,3,3,1,2,2,1
357356521,3/5/2020 22:13,9/11/1970 0:00,49.56,0,6,4,1,1,1,1,3,1,0,0,0,1,0,1,0,0,1,0,0,1,0,2,2,0,0,0,1,1,0,2,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,1
361656340,3/4/2020 18:01,11/13/1993 0:00,26.39,1,5,4,1,1,1,0,2,0,0,2,1,2,1,1,0,1,2,2,3,2,1,1,1,0,0,2,2,1,2,0,0,1,0,2,2,2,3,1,1,1,0,0,3,2,1,1,0,0,0,2,1,1,1,1,2,1,1,2,2,1,1,0,0,2,1,1,1,2,1,0,1,0,2,1,1,1,1,0,1,1
363844191,,8/18/1975 0:00,44.63,,,,1,1,1,1,3,0,0,0,0,2,1,1,2,0,0,0,0,2,2,2,1,0,0,0,0,2,1,1,1,0,0,1,0,1,1,2,0,0,0,0,1,1,2,1,0,0,0,0,0,1,2,2,0,0,0,0,2,2,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
364705819,3/4/2020 21:50,9/26/1994 0:00,25.52,1,4,2,1,1,1,1,3,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1
367090662,3/4/2020 13:21,4/6/1992 0:00,27.99,0,6,2,1,1,1,0,2,3,3,3,3,3,3,1,0,3,3,3,3,3,3,2,3,3,3,3,2,3,0,0,2,3,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,0,0,1
369548897,3/3/2020 19:11,3/21/1959 0:00,61.04,0,6,4,0,1,1,1,3,2,2,0,0,0,0,2,1,0,1,0,0,0,1,1,1,2,0,0,0,0,2,2,1,0,0,0,0,0,1,1,3,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369727295,,8/10/1999 0:00,20.65,,,,1,1,1,0,2,1,0,0,0,3,1,1,2,0,0,0,2,3,1,1,0,0,0,0,2,3,1,1,1,0,0,1,1,2,3,3,0,0,0,0,0,3,2,3,0,0,0,1,1,3,2,0,0,0,0,1,3,3,2,1,0,0,0,0,3,3,2,2,0,2,0,0,0,1,2,2,1,1
371242952,3/3/2020 19:57,5/22/1962 0:00,57.87,1,6,4,1,1,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
371774356,3/7/2020 0:24,9/23/1998 0:00,21.53,1,4,1,1,1,1,1,3,0,1,2,3,3,0,2,3,0,1,3,3,2,1,3,2,2,1,0,3,2,0,3,2,0,2,3,3,2,3,2,3,0,3,3,3,3,1,2,0,0,3,3,0,1,3,2,0,0,3,3,2,2,0,2,1,0,3,3,3,1,0,3,0,3,0,3,3,1,0,0,1,1
371801898,3/7/2020 22:34,1/13/2001 0:00,19.22,0,4,4,1,1,1,1,3,2,1,0,1,2,1,2,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,1,0,1,3,1,1,0,0,0,0,1,0,1,1,1,3,2,0,0,1,1,1,0,1,1,0,0,1,2,2,1,0,1,0,0,1,0,1,0,0,1
375028542,3/3/2020 22:26,4/3/1968 0:00,52,0,6,4,1,0,1,1,2,3,3,3,0,1,0,2,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
376024287,3/5/2020 9:03,5/19/1998 0:00,21.88,0,6,4,1,1,1,0,2,1,1,2,1,1,1,1,0,0,1,2,0,2,1,2,0,1,0,1,1,0,0,1,0,1,0,2,1,3,1,2,0,0,1,0,1,1,2,2,0,0,1,2,2,2,2,1,0,0,0,2,2,3,1,1,0,1,1,1,2,1,2,1,0,1,1,0,1,2,1,0,2,1
381009023,3/3/2020 13:00,8/7/1980 0:00,39.66,1,4,1,1,1,1,1,3,0,1,3,3,3,3,3,0,0,0,3,2,0,2,0,3,0,0,3,2,2,0,1,0,0,0,2,1,2,3,2,0,0,0,2,2,1,2,1,0,0,0,2,2,1,2,1,0,0,0,0,2,1,2,0,1,1,3,2,2,1,3,1,0,0,0,0,0,0,2,0,0,1
381880354,3/4/2020 17:16,5/7/1986 0:00,33.91,0,6,3,1,1,1,1,3,0,0,1,0,2,2,2,1,0,0,0,0,1,2,3,1,1,0,0,2,1,0,3,1,0,0,2,0,2,3,2,0,0,0,0,1,3,2,3,0,0,0,0,0,3,2,2,0,0,1,2,1,3,0,2,1,0,1,1,1,2,3,1,1,2,1,0,1,1,0,0,0,1
382391290,3/4/2020 22:17,12/30/1983 0:00,36.26,0,6,3,1,1,1,1,3,2,0,0,0,1,1,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
383797316,3/27/2020 18:40,7/3/1997 0:00,22.75,0,4,1,1,1,1,1,3,2,0,1,0,2,1,1,0,0,0,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,1,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
391141579,3/23/2020 18:51,5/5/1969 0:00,50.92,0,4,2,1,1,1,1,3,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,3,0,0,0,0,1,0,0,3,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
391738703,3/4/2020 20:03,6/15/1993 0:00,26.8,0,6,4,1,1,1,1,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
392842299,3/4/2020 9:12,7/12/1978 0:00,41.73,1,6,3,1,1,1,0,2,1,0,1,0,2,1,2,3,0,0,0,0,0,1,3,2,1,0,0,1,1,1,3,3,2,0,0,0,1,3,2,2,1,0,3,1,1,2,2,1,1,1,0,1,1,3,3,0,1,1,0,0,3,1,3,2,1,2,0,0,1,3,3,2,3,1,3,0,1,1,0,0,1
393777865,3/28/2020 11:00,8/21/1977 0:00,42.62,0,5,4,1,1,0,1,2,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
394762342,,7/10/1999 0:00,20.74,,,,1,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
397221064,,3/21/1966 0:00,54.04,,,,1,1,1,1,3,1,0,0,0,1,0,3,2,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,2,0,1,0,2,0,0,0,0,1,1,1,3,0,1,0,0,0,1,2,2,0,0,0,0,1,3,3,2,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,1
401805477,,5/6/1992 0:00,27.91,,,,1,1,1,0,2,1,1,0,0,1,1,3,0,0,1,1,1,1,1,2,1,1,0,1,1,3,2,2,2,1,0,1,0,3,3,2,0,0,0,0,1,3,1,1,1,1,0,0,0,3,2,1,1,0,0,3,3,3,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
402019082,,10/27/1997 0:00,22.44,,,,1,1,1,1,3,3,1,0,0,2,0,2,1,0,0,0,1,2,0,2,3,2,0,0,0,0,0,1,3,2,0,0,0,0,3,2,3,3,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,2,0,1,1,0,0,3,1,1,0,0,0,1,2,3,0,2,0,3,0,0,0,0,2,1
403577555,3/4/2020 19:13,1/7/1981 0:00,39.24,0,6,4,1,0,0,0,0,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,0,2,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,1,2,2,0,1,0,0,1,2,2,2,0,0,1,0,0,0,1,2,2,3,0,0,1,0,2,1,0,0,0,0,0,1,1,0,1,0
403825395,,9/30/1972 0:00,47.51,,,,1,1,1,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
404815335,3/9/2020 17:47,10/20/1991 1:00,28.46,0,6,2,1,1,1,0,2,2,0,0,1,3,2,1,0,0,1,0,1,2,2,1,0,0,1,0,1,1,0,1,1,1,0,1,0,2,2,3,0,1,0,0,2,3,2,2,0,0,0,0,0,2,1,0,1,1,0,1,3,2,1,1,1,0,0,0,2,2,2,2,0,0,0,0,1,0,0,0,1,1
414511950,,7/19/2000 0:00,19.71,,,,1,1,1,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
416935432,3/6/2020 7:57,5/31/2001 0:00,18.84,1,4,3,1,1,1,1,3,2,3,3,2,3,2,2,2,3,3,2,2,0,0,0,0,1,0,1,2,1,1,1,0,1,0,3,1,1,2,0,0,0,2,3,2,0,0,0,0,0,0,2,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1
